text,label
budget approval project update performance review completed attached,0
quarterly report budget approval training session attached,0
unusual activity microsoft account please,1
vacation days performance review project update updated,0
validate credentials urgent action immediately,1
budget approval birthday celebration attached schedule,0
update payment paypal verify urgent action please,1
secure link required asap,1
quarterly report completed,0
confirm password immediately today,1
welcome aboard team building attached,0
confirm identity banking information unusual activity today now,1
training session conference attendance scheduled,0
vacation days team lunch meeting tomorrow meeting scheduled,0
team lunch quarterly report welcome aboard meeting,0
urgent action secure link today,1
birthday celebration meeting tomorrow project update completed,0
conference attendance training session team building completed,0
team lunch schedule meeting,0
secure link today,1
meeting tomorrow budget approval team building attached,0
urgent action required,1
training session updated meeting,0
training session meeting updated,0
budget approval updated,0
birthday celebration updated,0
click here required,1
password expire confirm identity verify account immediately,1
project milestone scheduled schedule,0
project milestone team lunch vacation days attached,0
training session project milestone client presentation completed attached,0
project milestone client presentation updated,0
microsoft account authorize transaction banking information please,1
team building completed,0
office supplies meeting,0
validate credentials required,1
apple id validate credentials required now,1
performance review schedule,0
password expire click here confirm ssn now immediately,1
client presentation schedule,0
confirm ssn microsoft account today immediately,1
performance review vacation days updated completed,0
unusual activity immediately required,1
secure link paypal verify now,1
amazon login secure link asap today,1
validate credentials verify account please now,1
password expire today please,1
authorize transaction please,1
conference attendance performance review scheduled meeting,0
confirm password please,1
performance review scheduled meeting,0
birthday celebration client presentation attached schedule,0
urgent action confirm identity temporary suspend now,1
team building schedule,0
click here today required,1
quarterly report scheduled updated,0
urgent action asap,1
quarterly report team lunch updated schedule,0
authorize transaction now,1
click here required please,1
password expire paypal verify confirm password please,1
project milestone office supplies scheduled,0
confirm identity immediately,1
office supplies team lunch meeting,0
quarterly report scheduled updated,0
welcome aboard team lunch meeting schedule,0
confirm ssn immediately,1
quarterly report birthday celebration performance review meeting,0
team lunch client presentation completed,0
urgent action microsoft account confirm identity required,1
client presentation team lunch schedule attached,0
office supplies schedule attached,0
client presentation quarterly report completed,0
welcome aboard budget approval team lunch updated,0
project update schedule completed,0
office supplies budget approval welcome aboard meeting scheduled,0
project update completed attached,0
birthday celebration team building office supplies meeting,0
temporary suspend required,1
project milestone schedule,0
budget approval welcome aboard meeting tomorrow attached,0
training session scheduled,0
team building updated schedule,0
conference attendance team building completed attached,0
quarterly report birthday celebration client presentation updated schedule,0
microsoft account today,1
secure link apple id password expire immediately asap,1
vacation days completed schedule,0
banking information confirm ssn now immediately,1
microsoft account asap,1
project update team lunch budget approval completed updated,0
performance review scheduled meeting,0
vacation days birthday celebration client presentation schedule meeting,0
team building client presentation attached meeting,0
team lunch training session birthday celebration attached,0
unusual activity validate credentials apple id immediately,1
training session team building project update schedule,0
confirm identity amazon login microsoft account immediately please,1
confirm ssn urgent action immediately,1
team building client presentation quarterly report scheduled,0
confirm password apple id immediately please,1
confirm identity apple id required immediately,1
vacation days performance review training session meeting attached,0
meeting tomorrow budget approval vacation days updated,0
vacation days team lunch client presentation scheduled meeting,0
project update attached updated,0
urgent action paypal verify secure link immediately now,1
authorize transaction immediately,1
meeting tomorrow conference attendance team building scheduled meeting,0
budget approval welcome aboard schedule,0
vacation days welcome aboard attached,0
unusual activity password expire click here now,1
confirm identity apple id verify account now,1
banking information microsoft account password expire asap,1
quarterly report conference attendance completed,0
click here immediately,1
vacation days updated,0
banking information unusual activity now,1
performance review training session welcome aboard schedule updated,0
welcome aboard updated,0
office supplies training session schedule,0
apple id update payment confirm password now please,1
click here microsoft account password expire now immediately,1
validate credentials confirm ssn secure link required,1
authorize transaction confirm identity paypal verify please,1
secure link update payment immediately required,1
project milestone client presentation project update meeting,0
quarterly report meeting,0
banking information update payment required,1
quarterly report project update project milestone attached,0
click here temporary suspend unusual activity today,1
banking information password expire verify account required asap,1
team lunch training session updated schedule,0
temporary suspend confirm ssn secure link please asap,1
microsoft account today,1
project update team lunch updated,0
secure link today required,1
project update scheduled,0
paypal verify secure link validate credentials asap today,1
birthday celebration vacation days training session attached completed,0
microsoft account confirm password apple id required,1
amazon login apple id required,1
quarterly report schedule updated,0
performance review vacation days project milestone attached completed,0
microsoft account asap,1
temporary suspend amazon login verify account required,1
quarterly report project update completed,0
amazon login now immediately,1
office supplies conference attendance scheduled schedule,0
banking information urgent action update payment asap now,1
paypal verify asap,1
training session attached schedule,0
update payment banking information validate credentials now,1
banking information confirm ssn now immediately,1
birthday celebration client presentation team building completed updated,0
budget approval vacation days meeting completed,0
temporary suspend confirm password apple id today asap,1
confirm ssn please asap,1
banking information immediately today,1
confirm password validate credentials immediately,1
confirm ssn validate credentials apple id immediately,1
vacation days team lunch updated,0
team lunch client presentation project milestone attached schedule,0
project milestone updated,0
apple id immediately please,1
vacation days project update team lunch schedule meeting,0
urgent action apple id required asap,1
quarterly report updated scheduled,0
team lunch birthday celebration quarterly report schedule meeting,0
microsoft account click here paypal verify now,1
microsoft account paypal verify confirm ssn required,1
urgent action apple id now today,1
confirm password microsoft account authorize transaction today asap,1
paypal verify verify account now,1
urgent action confirm password click here asap now,1
password expire microsoft account update payment required,1
conference attendance meeting schedule,0
banking information unusual activity please asap,1
vacation days completed,0
update payment asap,1
secure link please,1
click here please asap,1
training session project milestone schedule,0
banking information please required,1
birthday celebration attached completed,0
secure link today,1
meeting tomorrow completed scheduled,0
meeting tomorrow quarterly report welcome aboard schedule,0
banking information unusual activity verify account immediately,1
amazon login secure link please,1
office supplies meeting tomorrow conference attendance schedule,0
project milestone birthday celebration meeting,0
authorize transaction required please,1
password expire now please,1
team building office supplies team lunch completed,0
performance review conference attendance team lunch completed schedule,0
click here urgent action immediately please,1
apple id unusual activity today required,1
office supplies vacation days training session attached completed,0
client presentation conference attendance completed,0
confirm ssn amazon login immediately,1
microsoft account unusual activity confirm ssn immediately,1
paypal verify now today,1
meeting tomorrow birthday celebration conference attendance scheduled,0
password expire authorize transaction immediately,1
training session client presentation welcome aboard scheduled schedule,0
team building conference attendance meeting tomorrow updated,0
training session team building schedule,0
confirm ssn paypal verify asap,1
validate credentials please,1
secure link required,1
vacation days meeting schedule,0
team building budget approval project update attached completed,0
validate credentials amazon login required,1
performance review conference attendance team building updated meeting,0
budget approval office supplies vacation days schedule,0
microsoft account now asap,1
quarterly report schedule,0
birthday celebration office supplies attached,0
welcome aboard performance review budget approval attached completed,0
confirm ssn click here confirm password asap today,1
budget approval attached,0
verify account immediately,1
quarterly report attached updated,0
project update conference attendance birthday celebration completed,0
microsoft account temporary suspend please,1
vacation days meeting,0
client presentation updated completed,0
conference attendance team building meeting,0
confirm ssn please asap,1
banking information please,1
apple id password expire update payment now,1
team building meeting tomorrow quarterly report attached,0
banking information immediately please,1
office supplies meeting tomorrow team lunch updated,0
click here confirm password today,1
birthday celebration budget approval completed,0
project update project milestone budget approval updated,0
amazon login confirm ssn authorize transaction please,1
secure link please now,1
confirm ssn asap,1
click here today,1
authorize transaction now today,1
confirm identity microsoft account today required,1
confirm ssn amazon login please asap,1
apple id unusual activity authorize transaction asap please,1
team building meeting tomorrow office supplies meeting attached,0
birthday celebration office supplies scheduled attached,0
temporary suspend now,1
training session schedule attached,0
confirm ssn unusual activity immediately now,1
birthday celebration meeting tomorrow team lunch meeting,0
update payment apple id now,1
authorize transaction confirm password asap today,1
microsoft account temporary suspend immediately asap,1
urgent action temporary suspend immediately please,1
paypal verify confirm password today,1
click here now,1
client presentation scheduled completed,0
unusual activity confirm password paypal verify please,1
temporary suspend validate credentials confirm ssn immediately,1
click here authorize transaction required,1
team lunch birthday celebration project update schedule meeting,0
update payment temporary suspend asap,1
project update schedule,0
confirm identity click here required immediately,1
confirm ssn immediately,1
welcome aboard performance review team lunch schedule,0
performance review attached,0
urgent action required asap,1
authorize transaction immediately,1
meeting tomorrow office supplies team building scheduled,0
client presentation birthday celebration office supplies attached,0
password expire now today,1
banking information temporary suspend authorize transaction required now,1
quarterly report conference attendance project update meeting,0
birthday celebration performance review team lunch updated meeting,0
project milestone scheduled attached,0
unusual activity please,1
paypal verify today,1
conference attendance team lunch meeting tomorrow updated,0
conference attendance meeting tomorrow project milestone attached meeting,0
verify account amazon login banking information asap,1
training session project update budget approval scheduled schedule,0
unusual activity authorize transaction microsoft account required,1
confirm ssn temporary suspend amazon login asap required,1
confirm identity temporary suspend validate credentials immediately required,1
click here now,1
banking information asap,1
meeting tomorrow quarterly report updated,0
update payment microsoft account please,1
confirm ssn today,1
banking information click here please asap,1
birthday celebration completed scheduled,0
team lunch training session office supplies updated,0
project update training session welcome aboard completed,0
microsoft account update payment temporary suspend required,1
project milestone completed,0
password expire confirm ssn required now,1
confirm identity unusual activity secure link today immediately,1
budget approval office supplies attached,0
validate credentials now,1
authorize transaction validate credentials unusual activity today,1
confirm password temporary suspend now,1
meeting tomorrow team building quarterly report completed updated,0
team building project milestone updated schedule,0
performance review training session scheduled,0
banking information now,1
secure link click here immediately today,1
birthday celebration performance review meeting completed,0
temporary suspend verify account update payment now,1
amazon login update payment confirm identity asap,1
update payment amazon login authorize transaction today required,1
unusual activity confirm identity password expire immediately required,1
click here apple id asap now,1
unusual activity verify account microsoft account today,1
birthday celebration quarterly report conference attendance attached completed,0
meeting tomorrow birthday celebration schedule,0
confirm password secure link today please,1
conference attendance attached updated,0
apple id now,1
conference attendance attached,0
confirm identity unusual activity click here now asap,1
budget approval scheduled,0
meeting tomorrow performance review budget approval schedule,0
project milestone updated,0
update payment asap,1
meeting tomorrow quarterly report completed,0
conference attendance birthday celebration updated,0
urgent action unusual activity confirm identity today,1
banking information click here please,1
banking information required today,1
microsoft account urgent action asap please,1
training session project milestone conference attendance updated,0
training session team lunch updated,0
training session quarterly report updated attached,0
birthday celebration performance review office supplies scheduled schedule,0
apple id today,1
verify account now please,1
banking information authorize transaction asap today,1
temporary suspend verify account asap please,1
microsoft account authorize transaction validate credentials required,1
project update budget approval scheduled updated,0
team building schedule completed,0
conference attendance scheduled,0
authorize transaction asap,1
conference attendance birthday celebration performance review meeting,0
team building scheduled updated,0
training session quarterly report performance review scheduled attached,0
paypal verify microsoft account please required,1
authorize transaction verify account urgent action asap,1
training session office supplies meeting scheduled,0
project update attached,0
confirm identity today,1
budget approval office supplies welcome aboard scheduled,0
confirm ssn please,1
temporary suspend today now,1
performance review budget approval birthday celebration updated,0
team lunch welcome aboard attached,0
team lunch welcome aboard attached updated,0
team building meeting,0
amazon login confirm identity required,1
confirm ssn password expire immediately,1
confirm ssn now,1
team lunch office supplies schedule meeting,0
banking information today now,1
project milestone welcome aboard vacation days completed,0
amazon login confirm ssn unusual activity asap,1
budget approval project milestone vacation days meeting scheduled,0
confirm ssn paypal verify please today,1
team lunch budget approval scheduled schedule,0
verify account banking information microsoft account today required,1
authorize transaction asap,1
performance review client presentation budget approval scheduled,0
birthday celebration schedule,0
confirm password click here asap required,1
training session project milestone updated attached,0
paypal verify temporary suspend immediately today,1
office supplies training session schedule attached,0
office supplies team lunch updated meeting,0
birthday celebration project milestone completed,0
team building attached schedule,0
amazon login password expire immediately,1
team lunch budget approval team building meeting attached,0
project milestone birthday celebration conference attendance updated attached,0
amazon login today immediately,1
training session attached scheduled,0
click here update payment today now,1
secure link verify account confirm ssn please required,1
training session meeting tomorrow updated,0
update payment temporary suspend password expire required,1
vacation days project update meeting,0
verify account confirm password today,1
team lunch schedule scheduled,0
urgent action microsoft account now,1
urgent action password expire asap immediately,1
birthday celebration budget approval welcome aboard updated meeting,0
confirm password apple id today now,1
validate credentials asap,1
performance review vacation days budget approval scheduled attached,0
team building meeting tomorrow team lunch schedule completed,0
office supplies team lunch scheduled attached,0
verify account immediately asap,1
urgent action temporary suspend apple id asap,1
performance review meeting scheduled,0
quarterly report project update meeting,0
password expire paypal verify asap,1
welcome aboard budget approval vacation days schedule scheduled,0
paypal verify temporary suspend now,1
client presentation project milestone conference attendance schedule,0
confirm password banking information now please,1
vacation days performance review updated,0
vacation days schedule completed,0
amazon login unusual activity now today,1
vacation days performance review quarterly report meeting,0
team building completed,0
welcome aboard birthday celebration completed schedule,0
amazon login urgent action click here required,1
temporary suspend click here asap,1
update payment confirm password urgent action today,1
microsoft account banking information asap,1
conference attendance project update updated schedule,0
vacation days completed scheduled,0
secure link today,1
performance review project milestone completed,0
project milestone schedule meeting,0
unusual activity asap,1
urgent action temporary suspend apple id now asap,1
training session project milestone attached,0
client presentation attached,0
performance review meeting tomorrow scheduled,0
amazon login asap now,1
quarterly report training session scheduled schedule,0
project milestone conference attendance completed meeting,0
verify account urgent action confirm password required immediately,1
office supplies completed,0
confirm ssn now immediately,1
birthday celebration training session updated,0
welcome aboard performance review conference attendance meeting updated,0
project milestone completed,0
team lunch attached,0
project update meeting,0
project milestone conference attendance welcome aboard schedule,0
team lunch schedule,0
welcome aboard team lunch attached updated,0
client presentation training session conference attendance scheduled,0
team building completed,0
meeting tomorrow project milestone quarterly report schedule updated,0
project update team lunch schedule,0
performance review conference attendance completed,0
amazon login microsoft account immediately,1
team lunch quarterly report performance review completed,0
temporary suspend urgent action banking information please asap,1
banking information update payment today please,1
budget approval vacation days schedule,0
paypal verify required,1
quarterly report vacation days scheduled,0
secure link apple id please today,1
confirm identity apple id secure link asap,1
training session scheduled completed,0
office supplies client presentation budget approval updated scheduled,0
authorize transaction apple id password expire immediately required,1
secure link immediately,1
budget approval conference attendance client presentation attached,0
team building team lunch birthday celebration scheduled,0
secure link asap,1
office supplies welcome aboard schedule,0
paypal verify confirm identity immediately,1
team lunch training session meeting updated,0
confirm identity confirm password asap immediately,1
welcome aboard budget approval meeting tomorrow updated scheduled,0
office supplies completed,0
urgent action microsoft account immediately,1
urgent action banking information now,1
budget approval project milestone vacation days updated attached,0
authorize transaction paypal verify microsoft account immediately,1
training session completed updated,0
password expire now,1
budget approval quarterly report meeting,0
office supplies quarterly report completed,0
banking information temporary suspend now,1
client presentation updated,0
birthday celebration meeting tomorrow client presentation meeting,0
paypal verify banking information now,1
confirm password validate credentials password expire asap now,1
vacation days project milestone completed,0
click here banking information secure link please,1
quarterly report team building updated,0
confirm identity today,1
temporary suspend microsoft account required,1
banking information confirm password click here now,1
verify account today asap,1
vacation days scheduled,0
update payment paypal verify asap today,1
training session schedule completed,0
microsoft account asap,1
confirm identity today please,1
paypal verify amazon login microsoft account please today,1
temporary suspend banking information confirm password today please,1
confirm password update payment today,1
client presentation project update completed meeting,0
birthday celebration quarterly report client presentation schedule attached,0
amazon login apple id password expire now today,1
validate credentials immediately,1
quarterly report scheduled attached,0
temporary suspend paypal verify please,1
welcome aboard quarterly report project update updated,0
unusual activity authorize transaction today,1
quarterly report team lunch meeting,0
birthday celebration quarterly report office supplies meeting,0
paypal verify authorize transaction asap now,1
meeting tomorrow project milestone budget approval attached schedule,0
project update attached completed,0
budget approval performance review meeting scheduled,0
apple id urgent action validate credentials immediately,1
amazon login click here authorize transaction immediately,1
confirm identity confirm password now please,1
amazon login now immediately,1
amazon login banking information today immediately,1
banking information click here confirm ssn asap now,1
authorize transaction secure link asap,1
amazon login now,1
amazon login click here required,1
budget approval schedule,0
meeting tomorrow training session attached scheduled,0
meeting tomorrow scheduled,0
budget approval quarterly report schedule,0
training session office supplies team building updated,0
team lunch budget approval conference attendance meeting,0
click here asap immediately,1
urgent action required,1
team lunch team building completed meeting,0
authorize transaction paypal verify verify account please,1
confirm identity password expire authorize transaction now,1
quarterly report scheduled updated,0
microsoft account temporary suspend secure link immediately,1
paypal verify microsoft account required immediately,1
confirm password urgent action banking information asap today,1
meeting tomorrow quarterly report completed scheduled,0
apple id banking information unusual activity asap now,1
meeting tomorrow conference attendance attached meeting,0
update payment required today,1
meeting tomorrow scheduled attached,0
validate credentials confirm ssn now,1
urgent action update payment immediately,1
verify account paypal verify today now,1
office supplies client presentation schedule meeting,0
password expire amazon login confirm ssn asap now,1
training session conference attendance quarterly report schedule,0
performance review quarterly report meeting scheduled,0
confirm ssn microsoft account required please,1
password expire now required,1
office supplies project milestone schedule,0
meeting tomorrow welcome aboard training session updated meeting,0
project milestone updated scheduled,0
paypal verify update payment immediately,1
quarterly report training session attached,0
banking information microsoft account now,1
performance review meeting tomorrow attached,0
secure link asap today,1
verify account paypal verify validate credentials please,1
project milestone quarterly report meeting tomorrow updated,0
birthday celebration client presentation scheduled,0
confirm identity temporary suspend now,1
confirm ssn click here immediately,1
click here apple id please,1
authorize transaction paypal verify now today,1
verify account apple id now asap,1
birthday celebration conference attendance schedule meeting,0
project update welcome aboard schedule scheduled,0
paypal verify click here urgent action asap,1
training session team building quarterly report scheduled,0
temporary suspend apple id authorize transaction immediately,1
verify account unusual activity validate credentials today now,1
authorize transaction paypal verify please immediately,1
confirm identity asap today,1
urgent action banking information now,1
training session completed,0
confirm identity amazon login temporary suspend immediately now,1
budget approval schedule,0
amazon login today,1
welcome aboard meeting,0
welcome aboard performance review schedule attached,0
budget approval training session completed,0
update payment secure link confirm ssn today required,1
confirm ssn verify account urgent action required,1
budget approval conference attendance meeting tomorrow attached completed,0
budget approval scheduled,0
meeting tomorrow team building vacation days updated,0
confirm identity password expire confirm password asap,1
quarterly report office supplies project milestone updated scheduled,0
paypal verify asap,1
team lunch conference attendance project milestone scheduled updated,0
project milestone client presentation quarterly report completed schedule,0
confirm password verify account password expire today,1
meeting tomorrow scheduled,0
confirm ssn asap today,1
birthday celebration project update scheduled,0
team lunch office supplies client presentation meeting,0
microsoft account banking information temporary suspend immediately asap,1
team lunch project milestone schedule,0
vacation days meeting schedule,0
birthday celebration performance review vacation days updated,0
authorize transaction password expire banking information now,1
password expire required today,1
unusual activity click here now please,1
microsoft account authorize transaction temporary suspend today required,1
project milestone meeting schedule,0
verify account temporary suspend required today,1
conference attendance office supplies client presentation attached,0
project milestone meeting schedule,0
validate credentials temporary suspend urgent action required,1
office supplies meeting tomorrow birthday celebration updated,0
update payment click here immediately,1
performance review updated,0
office supplies team lunch welcome aboard meeting completed,0
welcome aboard performance review meeting schedule,0
team building meeting tomorrow birthday celebration meeting completed,0
banking information now asap,1
unusual activity verify account asap required,1
click here today,1
team lunch meeting tomorrow completed,0
project milestone team lunch scheduled attached,0
microsoft account required,1
verify account today,1
urgent action required,1
training session conference attendance quarterly report schedule,0
quarterly report conference attendance schedule attached,0
confirm ssn please,1
authorize transaction paypal verify required asap,1
confirm ssn microsoft account banking information asap,1
project update training session office supplies schedule scheduled,0
meeting tomorrow updated attached,0
team building welcome aboard completed,0
meeting tomorrow attached,0
budget approval project update birthday celebration updated,0
secure link password expire amazon login now asap,1
conference attendance office supplies scheduled,0
project milestone vacation days team lunch completed schedule,0
client presentation attached,0
unusual activity paypal verify today required,1
team lunch client presentation completed,0
welcome aboard training session attached completed,0
urgent action click here amazon login now,1
unusual activity now today,1
performance review meeting,0
unusual activity secure link immediately,1
confirm identity secure link today,1
banking information verify account please,1
authorize transaction update payment now,1
authorize transaction verify account validate credentials asap,1
birthday celebration meeting tomorrow schedule meeting,0
verify account now asap,1
confirm password click here confirm identity asap please,1
confirm ssn required,1
update payment click here immediately required,1
validate credentials confirm password please asap,1
team lunch performance review completed,0
project update conference attendance team lunch schedule,0
click here now today,1
confirm password confirm ssn validate credentials please,1
team building schedule completed,0
team building team lunch updated,0
performance review completed,0
performance review birthday celebration attached schedule,0
verify account confirm identity now,1
update payment paypal verify microsoft account asap please,1
verify account apple id required today,1
confirm password urgent action required,1
paypal verify amazon login immediately,1
urgent action click here please,1
birthday celebration vacation days budget approval completed,0
verify account unusual activity urgent action required now,1
confirm identity apple id required,1
team building client presentation birthday celebration schedule,0
microsoft account password expire now,1
update payment password expire paypal verify today please,1
password expire secure link confirm ssn please,1
password expire verify account apple id today now,1
unusual activity confirm password today now,1
office supplies conference attendance team building scheduled,0
amazon login banking information immediately asap,1
temporary suspend amazon login paypal verify please required,1
amazon login unusual activity now please,1
team lunch client presentation meeting tomorrow schedule,0
conference attendance schedule attached,0
budget approval team lunch meeting,0
client presentation schedule,0
performance review updated completed,0
amazon login apple id today,1
welcome aboard vacation days office supplies updated scheduled,0
